id,label,definition,synonyms,xrefs
DOID:0111097,,A Fanconi anemia that has_material_basis_in homozygous or compound heterozygous mutation in the BRIP1 gene on chromosome 17q22.,"{'val': 'FANCJ', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:609054
DOID:0111098,,A Fanconi anemia that has_material_basis_in mutation in the FANCB gene on chromosome Xp22.,"{'val': 'FACB', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'FANCB', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'Fanconi pancytopenia type 2', 'pred': 'EXACT', 'xrefs': []}",MIM:300514
DOID:0111099,,A maturity-onset diabetes of the young that has_material_basis_in mutation in the HNF4A gene on chromosome 20.,"{'val': 'Diabetes Mellitus Type 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'mild juvenile diabetes mellitus', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY type 1', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:125850
DOID:0111100,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the GCK gene on chromosome 7p13.,"{'val': 'MODY glucokinase-related', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY type 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:125851
DOID:0111101,,A maturity-onset diabetes of the young characterized by abnormal renal development resuting in non-diabetic kidney disease and diabetes that has_material_basis_in mutation in the HNF1B gene on chromosome 17q12.,"{'val': 'atypical familial juvenile hyperuricemic nephropathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'atypical FJHN', 'pred': 'EXACT', 'xrefs': []}, {'val': 'CAKUT with diabetes', 'pred': 'EXACT', 'xrefs': []}, {'val': 'congenital anomalies of the kidney and urinary tract with diabetes', 'pred': 'EXACT', 'xrefs': []}, {'val': 'familial hypoplastic glomerulocystic kidney', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hypoplastic type glomerulocystic kidney disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'maturity-onset diabetes of the young type 5', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY5', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'RCAD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:137920
DOID:0111102,,A maturity-onset diabetes of the young that has_material_basis_in mutation in the HNF1A gene on chromosome 12q24.31.,"{'val': 'MODY type 3', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:600496
DOID:0111103,,A maturity-onset diabetes of the young that has_material_basis_in mutation in the PDX1 gene on chromosome 13q12.2.,"{'val': 'MODY type 4', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY4', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C563451, MIM:606392"
DOID:0111104,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the NEUROD1 gene on chromosome 2q31.,"{'val': 'MODY type 6', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY6', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:606394
DOID:0111105,,A maturity-onset diabetes of the young that has_material_basis_in frameshift deletions in the variable number of tandem repeats of the CEL gene om chromosome 9q34.13.,"{'val': 'diabetes and pancreatic exocrine', 'pred': 'EXACT', 'xrefs': []}, {'val': 'maturity-onset diabetes of the young type 8 with exocrine dysfunction', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY type 8', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY8', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:609812
DOID:0111106,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the KLF11 gene on chromosome 2p25.,"{'val': 'MODY7', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:610508
DOID:0111107,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the PAX4 gene on chromosome 7q32.1.,"{'val': 'MODY9', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:612225
DOID:0111108,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the INS gene on chromosome 11p15.5.,"{'val': 'MODY10', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613370
DOID:0111109,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the BLK gene on chromosome 8p23-p22.,"{'val': 'MODY11', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613375
DOID:0111110,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the KCNJ11 gene on chromosome 11p15.,"{'val': 'MODY type 13', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MODY13', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:616329
DOID:0111111,,A maturity-onset diabetes of the young that has_material_basis_in heterozygous mutation in the APPL1 gene on chromosome 3p14.,"{'val': 'MODY14', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:616511
DOID:0111112,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in or deletion of the NPHP1 gene on chromosome 2q13.,"{'val': 'juvenile nephronophthisis 1', 'pred': 'EXACT', 'xrefs': []}, {'val': 'NPH1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'NPHP1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:256100
DOID:0111113,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the INVS gene on chromosome 9q31.,"{'val': 'infantile nephronophthisis 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'NPH2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'NPHP2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C566582, MIM:602088"
DOID:0111114,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the NPHP3 gene on chromosome 3q22.,"{'val': 'NPH3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'NPHP3', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C565780, MIM:604387"
DOID:0111115,,A nephronophthisis that has_material_basis_in mutation in the NPHP4 gene on chromosome 1p36.31.,"{'val': 'juvenile nephronophthisis 4', 'pred': 'EXACT', 'xrefs': []}, {'val': 'NPHP4', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C564640, MIM:606966"
DOID:0111116,,A nephronophthisis that has_material_basis_in homozygous mutation in the GLIS2 gene on chromosome 16p13.,"{'val': 'NPHP7', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C566930, MIM:611498"
DOID:0111117,,A nephronophthisis that has_material_basis_in homozygous mutation in the XPNPEP3 gene on chromosome 22q13.2.,"{'val': 'NPHPL1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613159
DOID:0111118,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the TMEM67 gene on chromosome 8q22.1.,"{'val': 'NPHP11', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613550
DOID:0111119,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the TTC21B gene on chromosome 2q24.,"{'val': 'NPHP12', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613820
DOID:0111120,,A nephronophthisis that has_material_basis_in homozygous mutation in the NEK8 gene on chromosome 17q11.,"{'val': 'NPHP9', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:613824
DOID:0111121,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the WDR19 gene on chromosome 4p14.,"{'val': 'NPHP13', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:614377
DOID:0111122,,A nephronophthisis that has_material_basis_in homozygous mutation in the ZNF423 gene on chromosome 16q12.1.,"{'val': 'NPHP14', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:614844
DOID:0111123,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the CEP164 gene on chromosome 11q.,"{'val': 'NPHP15', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:614845
DOID:0111124,,A nephronophthisis that has_material_basis_in homozygous mutation in the ANKS6 gene on chromosome 9q22.,"{'val': 'NPHP16', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:615382
DOID:0111125,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the CEP83 gene on chromosome 12q22.,"{'val': 'NPHP18', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:615862
DOID:0111126,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the DCDC2 gene on chromosome 6p22.,"{'val': 'NPHP19', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:616217
DOID:0111127,,A nephronophthisis that has_material_basis_in homozygous or compound heterozygous mutation in the MAPKBP1 gene on chromosome 15q15.,"{'val': 'NPHP20', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:617271
DOID:0111128,,A focal segmental glomerulosclerosis that has_material_basis_in an autosomal dominant mutation of the ACTN4 gene on chromosome 19q13.2.,"{'val': 'FSGS1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MIM:603278"
DOID:0111129,,A focal segmental glomerulosclerosis that has_material_basis_in a mutation of the TRPC6 gene on chromosome 11q22.1.,"{'val': 'FSGS2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MESH:C565831, MIM:603965"
DOID:0111130,,A focal segmental glomerulosclerosis that has_material_basis_in an autosomal dominant mutation of the INF2 gene on chromosome 14q32.33.,"{'val': 'FSGS5', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MESH:C567687, MIM:613237"
DOID:0111131,,A focal segmental glomerulosclerosis that has_material_basis_in an autosomal recessive mutation of the MYO1E gene on chromosome 15q22.2.,"{'val': 'FSGS6', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MIM:614131"
DOID:0111132,,A focal segmental glomerulosclerosis that has_material_basis_in an autosomal dominant mutation of the PAX2 gene on chromosome 10q24.31.,"{'val': 'FSGS7', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MIM:616002"
DOID:0111133,,A focal segmental glomerulosclerosis that has_material_basis_in an autosomal dominant mutation of the ANLN gene on chromosome 7p14.2.,"{'val': 'FSGS8', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MIM:616032"
DOID:0111134,,A focal segmental glomerulosclerosis that has_material_basis_in an autosomal recessive mutation of the CRB2 gene on chromosome 9q33.3.,"{'val': 'FSGS9', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:N04.1, MIM:616220"
DOID:0111135,,A congenital generalized lipodystrophy that has_material_basis_in an autosomal recessive mutation of AGPAT2 on chromosome 9q34.3.,"{'val': 'Berardinelli-Seip Congenital Lipodystrophy, Type 1', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Brunzell syndrome AGPAT2-related', 'pred': 'EXACT', 'xrefs': []}","GARD:84, ICD10CM:E88.1, MIM:608594"
DOID:0111136,,A congenital generalized lipodystrophy that has_material_basis_in an autosomal recessive mutation of BSCL2 on chromosome 11q12.3.,"{'val': 'Berardinelli-Seip congenital lipodystrophy type 2', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Berardinelli-Seip syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Brunzell syndrome BSCL2-related', 'pred': 'EXACT', 'xrefs': []}, {'val': 'CGL2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'congenital lipoatrophic diabetes', 'pred': 'EXACT', 'xrefs': []}, {'val': 'total lipodystrophy and acromegaloid gigantism', 'pred': 'EXACT', 'xrefs': []}","GARD:10212, ICD10CM:E88.1, MIM:269700"
DOID:0111137,,A congenital generalized lipodystrophy that has_material_basis_in an autosomal recessive mutation of CAV1 on chromosome 7q31.2.,"{'val': 'Berardinelli-Seip congenital lipodystrophy type 3', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:E88.1, MIM:612526"
DOID:0111138,,A congenital generalized lipodystrophy that has_material_basis_in an autosomal recessive mutation of CAVIN1 on chromosome 17q21.2.,"{'val': 'Berardinelli-Seip congenital lipodystrophy type 4 with muscular dystrophy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'congenital generalised lipodystrophy type 4', 'pred': 'EXACT', 'xrefs': []}, {'val': 'generalised congenital lipodystrophy type 4', 'pred': 'EXACT', 'xrefs': []}, {'val': 'generalised congenital lipodystrophy with myopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'generalized congenital lipodystrophy type 4', 'pred': 'EXACT', 'xrefs': []}, {'val': 'generalized congenital lipodystrophy with myopathy', 'pred': 'EXACT', 'xrefs': []}","GARD:10937, ICD10CM:E88.1, MIM:613327, ORDO:228429"
DOID:0111139,,A mitochondrial metabolism disease characterized by impaired function of one or more of the proteins making up the mitochondrial respiratory chain complex III.,,"GARD:8295, MESH:C565128"
DOID:0111140,,"A syndrome characterized by hypothyroidism that is present at birth, delayed testosterone increase in puberty, and testicular enlargement in adulthood that has_material_basis_in mutation of the IGSF1 gene on chromosome Xq26.","{'val': 'central hypothyroidism and testicular enlargement', 'pred': 'EXACT', 'xrefs': []}, {'val': 'CHTE', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'X-linked central congenital hypothyroidism with late-onset macroorchidism', 'pred': 'EXACT', 'xrefs': []}, {'val': 'X-linked central congenital hypothyroidism with late-onset testicular enlargement', 'pred': 'EXACT', 'xrefs': []}","ICD10CM:E03.1, MIM:300888, ORDO:329235"
DOID:0111141,,"A sleep disorder characterized by an extreme evening preference, sleep-onset insomnia, and difficulty in awakening at the desired time.","{'val': 'DSPD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",
DOID:0111142,,A renal hypoplasia characterized by bilateral reduced kidney size with a marked decrease in the total number of nephrons.,"{'val': 'Oligomeganephronic renal hypoplasia', 'pred': 'EXACT', 'xrefs': []}","GARD:4066, ICD10CM:Q60.4, ORDO:2260"
DOID:0111143,,A mitochondrial metabolism disease characterized by impaired function of one or more of the proteins making up the mitochondrial proton-transporting ATP synthase complex.,,"GARD:1459, ORDO:254913, SNOMEDCT_US_2023_03_01:780820008, UMLS_CUI:C4757950"
DOID:0111144,,A female reproductive system disease characterized by rupture of chorioamniotic membranes before 37 weeks of gestation.,"{'val': 'PPROM', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MESH:C563032, MIM:610504"
DOID:0111145,,A urinary tract obstruction characterized by a blockage at the renal pelvis where the kidney attaches to the ureter.,,
DOID:0111146,,"A blood coagulation disease characterized by development of a defect in clotting in the absence of previous bleeding symptoms, negative familial history, and occurrence in a relatively older age. Typically this develops secondarily to other disorders, such as lymphoproliferative, myeloproliferative, cardiovascular and autoimmune disorders.","{'val': 'AVWS', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:5573, ICD10CM:D68.04, MEDDRA:10069495, ORDO:99147, SNOMEDCT_US_2023_03_01:60078000, UMLS_CUI:C0272362"
DOID:0111147,,A peripheral T-cell lymphoma characterized by autoimmune features and poor prognosis.,,"GARD:11973, ICD10CM:C86.5, ICDO:9705/3, MEDDRA:10002449, MESH:D007119, NCI:C7528, ORDO:86886, SNOMEDCT_US_2023_03_01:52097008, UMLS_CUI:C0020981"
DOID:0111148,,A lens disease characterized by abnormal stretching of the zonular fibers resulting in dislocation of the lens. This dislocation may be mild to severe and may progress with age.,"{'val': 'familial ectopia lentis', 'pred': 'EXACT', 'xrefs': []}, {'val': 'IEL', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","ICD10CM:Q12.1, ICD9CM:743.37, MESH:C536184, MESH:D004479, NCI:C125484, ORDO:1885, SNOMEDCT_US_2023_03_01:231976001, UMLS_CUI:C0013581, UMLS_CUI:C2746069"
DOID:0111149,,An isolated ectopia lentis that has_material_basis_in homozygous or compound heterozygous mutation in the ADAMTSL4 gene on chromosome 1q21.,"{'val': 'ECTOL2', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}",MIM:225100
DOID:0111150,,An isolated ectopia lentis that has_material_basis_in heterozygous mutation in the FBN1 gene on chromosome 15q21.,"{'val': 'ECTOL1', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:129600, UMLS_CUI:C1851286"
DOID:0111151,,"A coronary artery vasospasm characterized by spasms of the coronary arteries that occur while at rest, generally late at night or early in the morning, resulting in severe chest pain with preserved exercise capacity.","{'val': 'angina inversa', 'pred': 'EXACT', 'xrefs': []}, {'val': ""Prinzmetal's angina"", 'pred': 'EXACT', 'xrefs': []}, {'val': ""Prinzmetal's variant angina"", 'pred': 'EXACT', 'xrefs': []}, {'val': 'variant angina', 'pred': 'EXACT', 'xrefs': []}, {'val': 'variant angina pectoris', 'pred': 'EXACT', 'xrefs': []}",MESH:D000788
DOID:0111152,,"A Castleman disease characterized by systemic inflammatory symptoms, polyclonal lymphoproliferation, cytopenias, and multiple organ system dysfunction caused by a cytokine storm often including interleukin-6.","{'val': 'MCD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'multicentric giant lymph node hyperplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'plasmablastic multicentric Castleman disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'PMCD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:9644, MESH:C537372, NCI:C27855, ORDO:93686, SNOMEDCT_US_2023_03_01:1156805003, UMLS_CUI:C1334815"
DOID:0111153,,A movement disease characterized by involuntary movements of one side of the body that mirror intentional movements on the opposite side primarily involving the upper limbs.,"{'val': 'familial congenital controlateral synkinesia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'familial congenital mirror movements', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hereditary congenital controlateral synkinesia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'hereditary congenital mirror movements', 'pred': 'EXACT', 'xrefs': []}, {'val': 'isolated congenital controlateral synkinesia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'isolated congenital mirror movements', 'pred': 'EXACT', 'xrefs': []}","GARD:12551, MIM:PS157600, ORDO:238722, UMLS_CUI:C5191311"
DOID:0111154,,A heart conduction disease characterized by orthostatic intolerance that has_material_basis_in heterozygous mutation in the SLC6A2 gene on chromosome 16q12.2.,"{'val': 'familial orthostatic tachycardia due to norepinephrine transporter deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'irritable heart', 'pred': 'EXACT', 'xrefs': []}, {'val': 'mitral valve prolapse syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'orhtostatic intolerance', 'pred': 'EXACT', 'xrefs': []}, {'val': 'orthostatic intolerance due to NET deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'postural tachycardia syndrome due to NET deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'soldiers heart', 'pred': 'EXACT', 'xrefs': []}","GARD:9597, ICD10CM:I95.1, MESH:D054972, MIM:604715, ORDO:443236"
DOID:0111155,,An autosomal recessive cerebellar ataxia that has_material_basis_in homozygous or compound heterozygous mutation in the SCYL1 gene on chromosome 11q13.,"{'val': 'acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'autosomal recessive spinocerebellar ataxia 21 with hepatopathy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'SCAR21', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","MIM:616719, ORDO:466794"
DOID:0111156,,A male infertility characterized by round-headed spermatozoa lacking an acrosome and that has_material_basis_in autosomal recessive inheritance in a mutation in the DPY19L2 gene on chromosome 12q14.,"{'val': 'globozoospermia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'male infertility due to round-headed spermatozoa', 'pred': 'EXACT', 'xrefs': []}","GARD:12502, MIM:613958, ORDO:171709"
DOID:0111157,,"A lymphoproliferative syndrome characterized by one or more enlarged lymph nodes containing cells with hyaline-vascular, plasmacytic, or mixed appearance microscopically.","{'val': 'angiofollicular lymph hyperplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'angiofollicular lymph node hyperplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'giant lymph node hyperplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'lymphoid hamartoma', 'pred': 'EXACT', 'xrefs': []}","GARD:12656, ICD10CM:D47.Z2, MESH:C536362, MESH:D005871, NCI:C3056, ORDO:160, SNOMEDCT_US_2023_03_01:207036003, UMLS_CUI:C0017531, UMLS_CUI:C2931179"
DOID:0111158,,"A syndrome characterized by severe achondroplasia, developmental delay and acanthosis nigricans that has_material_basis_in heterozygous mutation in the FGFR3 gene on chromosome 4p16.","{'val': 'SADDAN dysplasia', 'pred': 'EXACT', 'xrefs': []}, {'val': 'severe achondroplasia with developmental delay and acanthosis nigricans', 'pred': 'EXACT', 'xrefs': []}","GARD:9443, MESH:D000130, MIM:616482, ORDO:85165, SNOMEDCT_US_2023_03_01:699870002, UMLS_CUI:C2674173"
DOID:0111159,,"A chromosomal duplication syndrome characterized by growth deficiency, abnormal muscle tone, intellectual disability, and distinctive craniofacial malformations that has_material_basis_in duplication of the distal portion of chromosome 4q.","{'val': 'Chromosome 4, Partial Trisomy 4q', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Distal 4q Trisomy', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Dup(4q) Syndrome, Partial', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Duplication 4q Syndrome, Partial', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Partial Trisomy 4q Syndrome', 'pred': 'EXACT', 'xrefs': []}",
DOID:0111160,,"A syndrome characterized by camptodactyly, tall stature, scoliosis, and hearing loss that has_material_basis_in partial loss of function in the FGFR3 gene on chromosome 4p16.","{'val': 'CATSHL syndrome', 'pred': 'EXACT', 'xrefs': []}","MESH:C537975, MIM:610474, ORDO:85164, SNOMEDCT_US_2023_03_01:720601000, UMLS_CUI:C1864852"
DOID:0111161,,"A syndrome characterized by Crouzon-like features, premature synostosis of cranial sutures, and acanthosis nigricans that has_material_basis_in heterozygous missense mutation in the FGFR3 gene on chromosome 4p16.","{'val': 'CAN', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'Crouzon-dermoskeletal syndrome', 'pred': 'EXACT', 'xrefs': []}, {'val': 'Crouzonodermoskeletal syndrome', 'pred': 'EXACT', 'xrefs': []}","MIM:612247, ORDO:93262"
DOID:0111162,,A skin disease characterized by localized epidermal thickening with hyperpigmentation that develops at or shortly after birth.,"{'val': 'nonepidermolytic keratinocytic nevus', 'pred': 'EXACT', 'xrefs': []}","MESH:C580062, MIM:162900"
DOID:0111163,,A molybdenum cofactor deficiency that has_material_basis_in homozygous or compound heterozygous mutation in the MOCS2 gene on chromosome 5q11.,"{'val': 'combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCOD type B', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCODB', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'molybdenum cofactor deficiency complementation group B', 'pred': 'EXACT', 'xrefs': []}","MESH:C565373, MIM:252160, ORDO:308393, SNOMEDCT_US_2023_03_01:1003368009, UMLS_CUI:C1854989"
DOID:0111164,,A molybdenum cofactor deficiency that has_material_basis_in homozygous or compound heterozygous mutation in the MOCS1 gene on chromosome 6p21.,"{'val': 'combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type A', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCOD type A', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCODA', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'molybdenum cofactor deficiency complementation group A', 'pred': 'EXACT', 'xrefs': []}","MESH:C565372, MIM:252150, ORDO:308386, SNOMEDCT_US_2023_03_01:1003367004, UMLS_CUI:C1854988"
DOID:0111165,,A metal metabolism disease characterized by encephalopathy that worsens over time resulting from the absence of molybdenum cofactor which leads to accumulation of toxic levels of sulphite and neurological damage.,"{'val': 'combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCOD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:3705, ICD10CM:E72.1, MESH:C535811, MIM:PS252150, ORDO:99732"
DOID:0111166,,A molybdenum cofactor deficiency that has_material_basis_in homozygous mutation in the GPHN gene on chromosome 14q23.,"{'val': 'combined deficiency of sulfite oxidase, xanthine dehydrogenase and aldehyde oxidase type C', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCOD type C', 'pred': 'EXACT', 'xrefs': []}, {'val': 'MOCODC', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}, {'val': 'molybdenum cofactor deficiency complementation group C', 'pred': 'EXACT', 'xrefs': []}","MESH:C565374, MIM:615501, ORDO:308400, SNOMEDCT_US_2023_03_01:1003387003, UMLS_CUI:C1854990"
DOID:0111167,,"A spondyloepimetaphyseal dysplasia characterized by clawed fingers, platyspondyly of the spine, abnormalities of the iliac crest, intellectual disability and mucopolysaccharide in the urine that has_material_basis_in homozygous or compound heterozygous mutation in the DYM gene on chromosome 18q21.","{'val': 'DMC disease', 'pred': 'EXACT', 'xrefs': []}, {'val': 'pseudo-Morquio disease type I', 'pred': 'EXACT', 'xrefs': []}","GARD:6295, MIM:223800"
DOID:0111168,,"A dystonia characterized by sustained muscle contractions with diurnal fluctuations, axial hypotonia, oculogyric crises, delays in motor and cognitive development and severe dopamine and serotonin deficiencies that has_material_basis_in mutation in the SPR gene on chromosome 2p resulting in sepiapterin reductase deficiency.","{'val': 'dopa-responsive dystonia due to sepiapterin reductase deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'DRD due to SRD', 'pred': 'EXACT', 'xrefs': []}, {'val': 'SPR deficiency', 'pred': 'EXACT', 'xrefs': []}, {'val': 'SRD', 'pred': 'EXACT', 'synonym_type': 'OMO:0003012', 'xrefs': []}","GARD:10365, MESH:C562657, MIM:612716, ORDO:70594, SNOMEDCT_US_2023_03_01:1187545003, UMLS_CUI:C0268468"
